"tau","beta1","beta3","beta.sd","omega","rho","FOI.0","I.0","seed","country","LogLik","seLogLik"
-1.48937666209561,-11.4533121850952,-10.1456781992323,-5.16585555799145,1.22787799965975,Inf,0,0,107860582,"Australia",-570.56023379493,0.00227589403372061
-1.51241244242739,-11.4826577145237,-10.1415066221994,-12.3608306244314,1.22843845265168,Inf,0,0,934204841,"Australia",-571.545016032977,1.83052518309698e-06
-1.66269085971771,-11.3981361146765,-10.1312889668232,-2.47069992026758,1.23789389547123,Inf,0,0,467125553,"Australia",-573.467319129185,0.0226723086183468
-1.50035971356386,-11.4539608518761,-10.1419297019764,-6.94848640526469,1.23880590749323,Inf,0,0,231488332,"Australia",-571.149134572156,0.00032072541245836
-1.49354705406636,-11.4470563091835,-10.1458365420827,-10.7287064555471,1.23541588306924,Inf,0,0,882413880,"Australia",-570.575038341394,7.64780707685999e-06
-1.48776855558383,-11.4255717122212,-10.1406581907997,-17.3459761196741,1.24270116575786,Inf,0,0,598310184,"Australia",-570.995787408576,8.51839430140302e-09
-1.48774346770784,-11.4753677991966,-10.1455797760659,-9.86147961285815,1.22889448399456,Inf,0,0,953180891,"Australia",-570.781605447226,1.45679651150877e-05
-1.60141662762657,-11.4214168312962,-10.1349435441486,-2.34115782828016,1.25567362839486,Inf,0,0,148227859,"Australia",-571.811876199323,0.0412167118831625
-1.52389424127347,-11.4224827407232,-10.1392742747333,-2.70596273859655,1.25257084898681,Inf,0,0,526284622,"Australia",-570.973302834442,0.0130096368669013
-1.51513996723021,-11.4655617715988,-10.1402919064114,-5.64120332195881,1.24621617849678,Inf,0,0,1061944030,"Australia",-571.686928521499,0.000950552043265717
-1.51728713505262,-11.466218406513,-10.1418268640744,-5.94618102395841,1.25324631077646,Inf,0,0,341648522,"Australia",-571.628052675566,0.000765699362770468
-1.52089574082997,-11.4466850246471,-10.1406885515561,-8.63768680833841,1.24356732256439,Inf,0,0,912680657,"Australia",-571.50286684535,6.01294985013356e-05
-1.55120740472278,-11.4438193072255,-10.1366548278068,-7.89381940011999,1.25742440330573,Inf,0,0,936527177,"Australia",-572.673779582341,0.000146758203802072
-1.53285205569682,-11.4152231263607,-10.1289629119076,-11.0890862925773,1.25287112912853,Inf,0,0,1042768728,"Australia",-573.014217602725,4.526290112198e-06
-1.50015695362534,-11.4743652991356,-10.1471335847452,-5.18860304931593,1.24644509973937,Inf,0,0,502185439,"Australia",-570.846878066434,0.00162407172243747
-1.50546804509682,-11.4672627641157,-10.1420186500435,-23.6201638709485,1.24896463503524,Inf,0,0,731684269,"Australia",-571.424353709477,1.86692019007899e-11
-1.60166388829811,-11.4309606753919,-10.1361940632459,-2.75306927465808,1.26983754616916,Inf,0,0,384537494,"Australia",-572.822623003481,0.0230163841306082
-1.50787372394309,-11.4811175613913,-10.149039295322,-3.75299448275336,1.2425383337677,Inf,0,0,574007583,"Australia",-570.683191143719,0.00606906640006528
-1.64018183329138,-11.4963962055784,-10.1481927856702,-2.46063245496251,1.26111603525108,Inf,0,0,107381103,"Australia",-572.273429478061,0.038125309286274
-1.50664827073083,-11.4903065198466,-10.1440549143032,-16.1701908547941,1.21946102980491,Inf,0,0,283641925,"Australia",-571.222433054327,2.72279519601795e-08
-1.52056992918559,-11.4984988419193,-10.145844700506,-8.19297877785583,1.20936970241271,Inf,0,0,769112978,"Australia",-571.257719216115,7.78888615029424e-05
-1.57539675781439,-11.4431452110518,-10.1350703130507,-2.4020702734028,1.24145443755213,Inf,0,0,611232410,"Australia",-571.757318727849,0.0289859030743297
-1.55071757084324,-11.4608289608841,-10.1373407651187,-2.88430521430978,1.24636086544738,Inf,0,0,831362967,"Australia",-571.943540080647,0.0135905489588389
-1.61261679516058,-11.4327241689142,-10.1358869438507,-2.42482382867366,1.26552200747807,Inf,0,0,980151053,"Australia",-572.304918244375,0.0243466176912226
-1.49777434479171,-11.4678974220746,-10.1458861707816,-16.6457512363633,1.24751638677041,Inf,0,0,281677095,"Australia",-570.908116194518,2.1493665567076e-08
-1.50207864181551,-11.4553991484994,-10.1472722168477,-18.1121381633002,1.23617177061496,Inf,0,0,1026279173,"Australia",-570.574216177029,4.38458275088126e-09
-1.50714740189686,-11.4801100560396,-10.1396446473076,-7.1086712835457,1.2356119027109,Inf,0,0,44695136,"Australia",-571.732846788635,0.000364453785987377
-1.49568425636989,-11.4509996100344,-10.1475974866263,-29.9292341745052,1.2347109536105,Inf,0,0,956450212,"Australia",-570.436497518206,4.15125636743722e-14
-1.49450879843795,-11.4612980425256,-10.1462248400837,-14.501910559547,1.24865443815928,Inf,0,0,934545748,"Australia",-570.793119422295,1.50049747907342e-07
-1.51487447245139,-11.4740550535524,-10.142132461507,-9.9773332743647,1.22863699232505,Inf,0,0,34285049,"Australia",-571.4075306713,1.43087670406509e-05
-1.49850624368336,-11.4599283170067,-10.1372612361923,-6.04528382645271,1.22841617925714,Inf,0,0,1069713912,"Australia",-571.673190411811,0.00076173263506754
-1.51414817688152,-11.4692419116417,-10.1411379728196,-6.41801400714653,1.23073778502111,Inf,0,0,926847359,"Australia",-571.477878272434,0.000512294140973051
-1.51759643788446,-11.4935783168582,-10.1475820008664,-3.83948558175845,1.26012003836744,Inf,0,0,148038476,"Australia",-571.309966911224,0.0050788113758537
-1.62480170921133,-11.457135724874,-10.1318352529349,-2.52873749647615,1.22731539971704,Inf,0,0,737721217,"Australia",-573.27622699185,0.0269834821136266
-1.4834243554115,-11.451367336487,-10.142482414448,-13.7566777907539,1.23456835675295,Inf,0,0,809563661,"Australia",-570.909791282636,3.83187055258792e-07
-1.49134761959412,-11.4892338174591,-10.1492605508284,-12.9511741322843,1.23353110995014,Inf,0,0,635192182,"Australia",-570.594334116963,4.00630174505e-07
-1.51055916306239,-11.4837627139629,-10.1435021496382,-11.2088362355185,1.23559696331742,Inf,0,0,712212313,"Australia",-571.356475339523,4.90027452806809e-06
-1.52614967104546,-11.4575510097384,-10.1393790661109,-7.97870612167358,1.23691324617402,Inf,0,0,74917541,"Australia",-571.778211812988,0.000130540866352009
-1.49492558862034,-11.4611700561259,-10.1416350346727,-4.31743198687031,1.2326896814868,Inf,0,0,709715930,"Australia",-571.135822260274,0.00533726315426881
-1.63020924370302,-11.4487969905556,-10.1386491166985,-2.52609519627184,1.24348801062192,Inf,0,0,922251993,"Australia",-572.501571101905,0.0297505802684383
-1.50700798734972,-11.4987007163518,-10.1496465363801,-4.74816868030399,1.23434027051315,Inf,0,0,109384996,"Australia",-570.796754045165,0.00194505690626416
-1.53356689101278,-11.4988714400882,-10.1432072326607,-5.07177259909066,1.23073059451182,Inf,0,0,273265066,"Australia",-571.858241728012,0.00220066646651629
-1.5038635666695,-11.4561053317775,-10.1460519851673,-13.4733140974406,1.24711517453011,Inf,0,0,836496771,"Australia",-570.828999149061,4.33629453315129e-07
-1.56288173481123,-11.5106316920712,-10.1341456093389,-22.8103952805237,1.27109013898285,Inf,0,0,56230764,"Australia",-574.372479787785,2.99847848529366e-11
-1.51024578435083,-11.4695939159716,-10.1376239125631,-7.1492593980754,1.22023191373204,Inf,0,0,196475350,"Australia",-571.803805550317,0.000263402680422323
-1.53791147962752,-11.4651689954087,-10.1401666419245,-7.80982606744377,1.24118200318345,Inf,0,0,968975351,"Australia",-571.998646317778,0.000134107909151685
-1.51984406296194,-11.474530493086,-10.1413487544431,-18.5513025914577,1.23512033107613,Inf,0,0,410249084,"Australia",-571.61760960145,3.59603480883579e-09
-1.46813557503871,-11.4740443381127,-10.1477860612604,-10.2303633519553,1.22727209864929,Inf,0,0,638556819,"Australia",-570.443655378968,1.45660335789743e-05
-1.49874044687793,-11.4555686663195,-10.1397290811014,-5.77526161958039,1.25359617249305,Inf,0,0,176293638,"Australia",-571.564365076777,0.000974071679376993
-1.50723268605171,-11.4672187616919,-10.1416730487361,-21.1439632837857,1.2289920505918,Inf,0,0,226343650,"Australia",-571.303044624961,1.88056859759131e-10
-1.51663234342873,-11.463927086738,-10.1363933249781,-12.0655245574907,1.2392510841499,Inf,0,0,434025580,"Australia",-572.104803587736,1.18642213165224e-06
-1.50117375173151,-11.4585381562431,-10.1410583310456,-5.63465537795412,1.23672693410145,Inf,0,0,712573415,"Australia",-571.280402370454,0.000959601280700366
-1.52800026632387,-11.4798902037631,-10.1378951288443,-10.6412602590027,1.23732985848404,Inf,0,0,505144162,"Australia",-572.242442816522,6.61130425321025e-06
-1.5671266085349,-11.509745008156,-10.1370324209613,-7.79442084825076,1.25872240029274,Inf,0,0,660027987,"Australia",-573.856879382671,0.000215654847661786
-1.51875569657342,-11.4474905553444,-10.1386728722952,-6.79515460839009,1.27131646682888,Inf,0,0,746733093,"Australia",-572.114795790793,0.0002502431653303
-1.5460661593234,-11.4432693386307,-10.1305940204662,-15.8150512354796,1.24732538642824,Inf,0,0,189083085,"Australia",-573.234319592735,4.1102308333227e-08
-1.50593420274969,-11.4799796599857,-10.1457915898977,-14.9281981965718,1.23415604847169,Inf,0,0,586031911,"Australia",-570.996031946254,9.9640866113388e-08
-1.5158605719197,-11.448276052667,-10.1380466179457,-7.29986996536921,1.26388962914324,Inf,0,0,347659691,"Australia",-572.032747475611,0.000160141074693946
-1.63158058167443,-11.4196253578588,-10.1305930349164,-2.4242268101971,1.26692310927864,Inf,0,0,228939839,"Australia",-573.202647278753,0.0369293262286411
-1.51375173471528,-11.4646502684133,-10.1396369094896,-9.60375939112749,1.22604662276118,Inf,0,0,67864338,"Australia",-571.574206716084,1.72042739257994e-05
-1.50478224429634,-11.4743181709297,-10.1451334293694,-12.6301548892539,1.22029142420439,Inf,0,0,632079140,"Australia",-570.913340906452,1.67091892173514e-06
-1.55321911917045,-11.4649448215921,-10.1267644854268,-22.0484324982626,1.23269098024025,Inf,0,0,334359599,"Australia",-574.050640911901,9.34116725690013e-11
-1.53738921181597,-11.4643642725015,-10.1384331752061,-8.14760064035275,1.25613866597849,Inf,0,0,102963761,"Australia",-572.375221919852,8.29348538463209e-05
-1.51264319085515,-11.4827246841336,-10.1400406718015,-11.8387225343587,1.22867832081817,Inf,0,0,309978919,"Australia",-571.726202867621,2.0650425425468e-06
-1.55835626494393,-11.422525180056,-10.1412845059365,-2.61658803318461,1.24442448658633,Inf,0,0,400756920,"Australia",-570.859763190806,0.0202471142070248
-1.53476095704966,-11.4771019457811,-10.1367038520973,-16.3313035066108,1.25403900244641,Inf,0,0,446513447,"Australia",-572.666327688386,2.39197909222951e-08
-1.49637905645526,-11.4599937213872,-10.1432877382429,-4.22973480397806,1.22632736411023,Inf,0,0,245970801,"Australia",-570.900931210394,0.00585228276221847
-1.52454762957641,-11.4514908903481,-10.1366211847752,-6.46956864552708,1.24885602820436,Inf,0,0,488884036,"Australia",-572.155525076019,0.000479008500642837
-1.50950211084363,-11.4438945113443,-10.1396003321291,-8.72500884065942,1.22377077813147,Inf,0,0,367785631,"Australia",-571.318179232991,6.15336563276751e-05
-1.53667745550882,-11.4702990986705,-10.1389480487573,-12.4744894185445,1.23006833877138,Inf,0,0,75114834,"Australia",-572.086680640482,1.47405847353849e-06
-1.49817525185653,-11.4893847694582,-10.1407168047334,-17.0530265629133,1.24879670192681,Inf,0,0,856459881,"Australia",-571.751924327537,1.26908289722251e-08
-1.52777332990554,-11.4827373407166,-10.1383505940461,-18.7138787643714,1.24347892484679,Inf,0,0,36067015,"Australia",-572.276458285373,1.9852674766018e-09
-1.53879744078967,-11.4767985669202,-10.1435543671146,-3.35591273795498,1.23034558048299,Inf,0,0,305841268,"Australia",-571.384372535946,0.0105280501801234
-1.5078360111741,-11.4688833875897,-10.1434334247775,-15.3170999906277,1.22806249479547,Inf,0,0,384373466,"Australia",-571.118767244748,3.87446822708258e-08
-1.55878842549871,-11.4570358654991,-10.1385579267667,-2.56538790643598,1.23352491625796,Inf,0,0,956843056,"Australia",-571.377243419298,0.026312662084259
-1.48166052487881,-11.432893546133,-10.1438471423407,-18.569691617701,1.23462066556546,Inf,0,0,1014791985,"Australia",-570.599269340882,2.14702722853658e-09
-1.52095963312632,-11.5291849690982,-10.1529628505831,-11.0459070352631,1.24447210399611,Inf,0,0,919314689,"Australia",-571.14447246243,7.15115955305104e-06
-1.50817939473268,-11.4543423391362,-10.1441218852611,-5.01639610974926,1.22478625901523,Inf,0,0,1072344428,"Australia",-570.877406985499,0.00339799303277085
-1.50387094999677,-11.4818683185952,-10.1473088928413,-6.9248942049995,1.22540449244584,Inf,0,0,193590666,"Australia",-570.773608240809,0.000409379589530202
-1.52128753627796,-11.4884029164455,-10.1410663014541,-6.93464358608561,1.2438524935909,Inf,0,0,406807574,"Australia",-571.91552541047,0.000354682509441621
-1.50351935611821,-11.4780115691437,-10.1474808952823,-9.58889156047903,1.23777383702814,Inf,0,0,161170645,"Australia",-570.799336841356,2.87279415145524e-05
-1.51630750521032,-11.4715667177332,-10.1429988486671,-11.2514706860492,1.22494845587665,Inf,0,0,245618833,"Australia",-571.277129745085,3.09303946379214e-06
-1.57593067580855,-11.4352702531475,-10.1476024147976,-2.37709747219695,1.25789744451217,Inf,0,0,1054359841,"Australia",-570.332045080525,0.0262007124864342
-1.58365280230076,-11.502267966252,-10.1454291737023,-2.74320306145814,1.26088176527721,Inf,0,0,425899213,"Australia",-572.052692184036,0.0202290084116933
-1.51495170733729,-11.4444164470174,-10.1372431295816,-10.3882937567801,1.23709970716001,Inf,0,0,729947111,"Australia",-571.759136193104,1.08052958409687e-05
-1.49820261399538,-11.4765752073212,-10.1440330595977,-18.157321244576,1.22561512752104,Inf,0,0,953789645,"Australia",-571.023499461285,4.37995887273772e-09
-1.56885970674325,-11.482832762942,-10.1454319744232,-2.59553647098573,1.25136848199084,Inf,0,0,1059871348,"Australia",-571.236052989761,0.0244857949373948
-1.51930387878835,-11.4253822913858,-10.1403330028291,-4.86319301598976,1.23556210035407,Inf,0,0,1066840726,"Australia",-571.258390259528,0.00353387411963908
-1.53988943697416,-11.5086026093699,-10.1372065912324,-16.3953903708384,1.23155287510558,Inf,0,0,257521602,"Australia",-572.86137418201,1.73708589524656e-08
-1.50803937182501,-11.4557080549959,-10.1381947083048,-13.7994108730115,1.25076002245173,Inf,0,0,876490418,"Australia",-571.811130565309,2.25784757961475e-07
-1.5158088749963,-11.4569589828664,-10.1440409985262,-9.28697760280449,1.24689648767377,Inf,0,0,281655890,"Australia",-571.187630219176,4.95534006398643e-05
-1.50265720702921,-11.4609573322362,-10.1427967780958,-16.2077804101892,1.24151549571486,Inf,0,0,518304525,"Australia",-571.163799993337,3.19337345494096e-08
-1.52406216128671,-11.4663511803582,-10.1362884308944,-12.3424912070881,1.23139455588808,Inf,0,0,911463726,"Australia",-572.18306367691,1.27602800742004e-06
-1.51395329237376,-11.4813517537824,-10.1465880338242,-4.79388895492113,1.23269076638429,Inf,0,0,1015650838,"Australia",-570.990823294148,0.00137900308642946
-1.4840085478012,-11.4752639759877,-10.1454645212847,-13.8157108535559,1.22983524345188,Inf,0,0,1009048137,"Australia",-570.777213462489,2.91493321264565e-07
-1.661314565129,-11.3846619375061,-10.1282829013808,-2.59302898543305,1.28163224645241,Inf,0,0,636503827,"Australia",-574.861202878776,0.0221127147063068
-1.51849154087348,-11.4730422919744,-10.1471943333003,-7.40548784771364,1.24118642682022,Inf,0,0,31333003,"Australia",-570.984381868019,0.000192443166111072
-1.51088002033884,-11.4775404462807,-10.1406184670431,-4.23703870265828,1.2296155444062,Inf,0,0,896204173,"Australia",-571.543744172274,0.00570144901210642
-1.51235712170146,-11.4705134863614,-10.1469432511064,-7.86769478409159,1.23003032630643,Inf,0,0,993282338,"Australia",-570.815590670351,0.000117499885672639
-1.5151959979622,-11.4614243832548,-10.1397936154111,-20.2382482243262,1.23367351492691,Inf,0,0,552349421,"Australia",-571.590716576221,4.10054406843457e-10
-1.51997707877274,-11.5038932057057,-10.1415506415413,-15.4376816014721,1.24409657699588,Inf,0,0,793293022,"Australia",-572.035439534745,8.79974583225211e-08
-1.4741145127549,-11.4249412657802,-10.1494040154077,-10.9447454771631,1.24199182011279,Inf,0,0,956562701,"Australia",-570.008900205084,5.78709962242091e-06
-1.5298837581877,-11.4445250864958,-10.1430143402734,-27.3858923609289,1.2646922561239,Inf,0,0,887224153,"Australia",-571.635482698027,3.35627644244904e-13
-1.49942675278186,-11.4752361629212,-10.1486794584475,-8.51549490986489,1.237241390144,Inf,0,0,974393094,"Australia",-570.602951751298,6.51276281789579e-05
-1.57299943906549,-11.4873506542147,-10.1368352065358,-2.91052292529643,1.25940564973743,Inf,0,0,868089164,"Australia",-572.930636995248,0.0139246425483833
-1.50386088560378,-11.4483344766883,-10.1462246629815,-10.3922149924293,1.21672724588756,Inf,0,0,398627342,"Australia",-570.535054522042,8.19925915478275e-06
-1.52841293198974,-11.4614443241125,-10.136092959776,-5.3109512672316,1.2434810373977,Inf,0,0,885314463,"Australia",-572.323422522897,0.00170379334596426
-1.50784887750353,-11.4670667612139,-10.1431855642351,-22.8572013560578,1.22569743502494,Inf,0,0,623500692,"Australia",-571.114656603633,2.81792756123234e-11
-1.51783432611577,-11.5126395395166,-10.1328636081044,-4.60966275624863,1.23697772189921,Inf,0,0,822843531,"Australia",-573.164946317066,0.00314208364367076
-1.54692673847156,-11.4409347646199,-10.1447612416706,-2.72256384194976,1.2391485071887,Inf,0,0,753652674,"Australia",-570.586810644823,0.0244406255952082
-1.51350100019775,-11.4296482847826,-10.1348555805465,-6.97332361352258,1.24349346958873,Inf,0,0,1036680752,"Australia",-571.966225685387,0.000223575117019257
-1.49966997800061,-11.4840115831791,-10.1449035894913,-5.61107676299335,1.24367978636105,Inf,0,0,114103871,"Australia",-571.161871459194,0.00114403752532935
-1.49655432535652,-11.4627392973252,-10.1422596263545,-19.1281560915209,1.23158493179252,Inf,0,0,697083283,"Australia",-571.107389151525,2.0468014660738e-09
-1.53086229168737,-11.4625188235904,-10.1421331670794,-7.61686299077719,1.21555718505134,Inf,0,0,803920226,"Australia",-571.452377261573,0.000181214008003771
-1.57965078534543,-11.4466704446511,-10.1421584384677,-2.56340585909491,1.26609250700803,Inf,0,0,398981564,"Australia",-571.386064103222,0.0306179078579428
-1.52033626521784,-11.4976259811906,-10.1418160497919,-7.96244767183949,1.23487646482011,Inf,0,0,717300983,"Australia",-571.839432101357,0.000120519314544353
-1.52131392817356,-11.4775415785668,-10.1458558208021,-5.23435772100827,1.23085684608038,Inf,0,0,179178442,"Australia",-571.121727070594,0.001531095762959
-1.56449458278919,-11.3683103112657,-10.1350581498442,-2.41492759659691,1.26506122815153,Inf,0,0,593630511,"Australia",-571.197769472437,0.0388731538119008
-1.49366047474788,-11.4650142345252,-10.1466376410709,-5.33770708909601,1.23885937221866,Inf,0,0,716901954,"Australia",-570.67351589452,0.00145502294283834
-1.51143132170609,-11.4836597122803,-10.1428037518742,-18.1364475993058,1.23587297744343,Inf,0,0,702146346,"Australia",-571.448306426624,4.9400137742712e-09
-1.51103665367784,-11.4590421366198,-10.1384791225618,-7.93921311395708,1.22927496769323,Inf,0,0,690380476,"Australia",-571.645211645745,0.000126148443588269
-1.51029504869705,-11.4496499009433,-10.1393512817997,-6.53542713236038,1.2499039445727,Inf,0,0,379189553,"Australia",-571.625901957863,0.000329515992178666
-1.53466315408094,-11.4742050389119,-10.1420192793369,-15.5015716582446,1.2478369112002,Inf,0,0,629042043,"Australia",-571.895103813229,6.80968236786149e-08
-1.53391698575153,-11.4723925717504,-10.1422803519895,-7.72087634150672,1.23984314829884,Inf,0,0,23238274,"Australia",-571.744094219922,0.000135266414749429
-1.51612498199095,-11.4716513759533,-10.1400907066088,-15.7876875500914,1.23430564956285,Inf,0,0,896417422,"Australia",-571.680194518169,4.53311555316691e-08
-1.50997865976654,-11.4495244199293,-10.1398086263617,-7.26269804000435,1.24699489358016,Inf,0,0,408295997,"Australia",-571.532768131392,0.000321088455281801
-1.50148089900349,-11.469402498307,-10.1454128913595,-13.0292661469771,1.22268538512699,Inf,0,0,472358549,"Australia",-570.812300030348,9.6736111944278e-07
-1.55376687245356,-11.4171713127762,-10.1415103454335,-2.71042261856538,1.24034450678898,Inf,0,0,334787232,"Australia",-570.832875526145,0.0254320573826412
-1.4967945243242,-11.4541066415239,-10.1455317683827,-11.0558564774256,1.23285086930745,Inf,0,0,176279315,"Australia",-570.674644385375,4.52580383752349e-06
-1.49714994664909,-11.4631076436566,-10.1419347587891,-14.1263648345457,1.21998929990747,Inf,0,0,538610462,"Australia",-571.090290971131,2.48473112418025e-07
-1.50952857861562,-11.4583464518878,-10.1367808810881,-16.7806820381326,1.24927890537699,Inf,0,0,285947147,"Australia",-572.013883097841,1.32207621494738e-08
-1.52139555229726,-11.4395408841263,-10.1419131152612,-8.03440418590745,1.22413110138549,Inf,0,0,847428191,"Australia",-571.159922463718,7.94092109354432e-05
-1.48768097034073,-11.4856663294485,-10.1489995580398,-5.87173401504983,1.23530344028889,Inf,0,0,706441696,"Australia",-570.570201732767,0.000747335707912394
-1.51316274781274,-11.4731874712426,-10.1339084023529,-4.11578972527062,1.24708099715548,Inf,0,0,339688579,"Australia",-572.52382515651,0.00651608689848354
-1.53786364352858,-11.4507118600198,-10.1370503367179,-5.06363801524363,1.23809747021862,Inf,0,0,360866388,"Australia",-572.187597064132,0.00234110362835781
-1.58407519215178,-11.4122739157065,-10.1355759918548,-2.45525023734972,1.25313331350824,Inf,0,0,916726591,"Australia",-571.608701317188,0.0254048034262218
-1.56962723936929,-11.5262519962889,-10.1388557096968,-20.2745352105714,1.24013585800288,Inf,0,0,976230230,"Australia",-573.681412589669,8.49878062085186e-10
-1.54517604459218,-11.4703203111813,-10.1459005803131,-20.2180337679455,1.23501638881831,Inf,0,0,512052464,"Australia",-571.480057641709,3.5708306018222e-10
-1.53375351793807,-11.4716277807913,-10.1404899514881,-10.4612814550193,1.25022901384592,Inf,0,0,526364559,"Australia",-572.061078699464,5.99665304408217e-06
-1.49659147447034,-11.4699126364819,-10.1484556299279,-15.1771260792677,1.24246060903515,Inf,0,0,25902943,"Australia",-570.595526189595,1.23909957062784e-07
-1.51151142601822,-11.4267704836622,-10.1394355209453,-9.42898842283268,1.20637282315553,Inf,0,0,453607578,"Australia",-571.179755587195,2.16764832129832e-05
-1.55674065209237,-11.4779743089875,-10.138991187073,-6.22847030209213,1.23621584120176,Inf,0,0,212921271,"Australia",-572.628023006304,0.00079114819653192
-1.60113745469442,-11.4409278193475,-10.137625538523,-2.74972451394474,1.25533909099113,Inf,0,0,504679370,"Australia",-572.490544690289,0.0204963252285024
-1.51226195818825,-11.4928597354832,-10.1381417062629,-7.43690937145896,1.23913610643959,Inf,0,0,833069666,"Australia",-572.16258841268,0.00014840855619513
-1.62989976595872,-11.4686729119495,-10.1295566896958,-18.0070020891495,1.25405937471578,Inf,0,0,344734418,"Australia",-576.459814854621,4.95756276666844e-09
-1.52299506447383,-11.4762555276953,-10.1428273478611,-8.00143629360163,1.23883809473746,Inf,0,0,421860149,"Australia",-571.541305305557,0.000106781607522961
-1.59979651809229,-11.4593070401346,-10.1451015593123,-2.32464964816974,1.25751536979166,Inf,0,0,306348329,"Australia",-570.981092396474,0.0407902888642697
-1.5745319140825,-11.4844542731288,-10.1494899529492,-2.58591235001288,1.23128853623423,Inf,0,0,732614332,"Australia",-570.664600726833,0.0316925873229872
-1.56565747719394,-11.4191107544335,-10.1409007530984,-2.34542184348591,1.23576522312377,Inf,0,0,271159124,"Australia",-570.605842449768,0.0410581921932718
-1.54339498345658,-11.472073829538,-10.1349174766263,-5.48919749587606,1.25565718074367,Inf,0,0,126743946,"Australia",-573.019839978811,0.00133526959427881
-1.48406644200846,-11.4658550695879,-10.1445540031506,-5.40864575710899,1.23356311433787,Inf,0,0,768302681,"Australia",-570.808423239923,0.00148848602082826
-1.50094863753967,-11.4519121857833,-10.1454435848926,-9.50859324420358,1.23392742067307,Inf,0,0,363929369,"Australia",-570.707787993538,3.229257607657e-05
-1.50679727493719,-11.48330302274,-10.1467315050077,-17.0850723970719,1.24207795381282,Inf,0,0,30867467,"Australia",-571.010185292823,1.51388466066864e-08
-1.5309275681739,-11.5019725692017,-10.1373606132196,-13.9691567168583,1.23416797712266,Inf,0,0,881924639,"Australia",-572.610106972633,2.23203764031964e-07
-1.59163009267285,-11.4654920445979,-10.1396921073219,-2.52810247685386,1.25873898759445,Inf,0,0,606140005,"Australia",-571.940615909707,0.0381650331494554
-1.5394035833501,-11.4494324141517,-10.1414887793442,-4.03334855831525,1.25195521783787,Inf,0,0,365342636,"Australia",-571.749837074106,0.00469118742518405
-1.50427436379324,-11.4583521314298,-10.1441020126868,-6.60631316422262,1.22485583691489,Inf,0,0,1052331680,"Australia",-570.885818955484,0.000259712468428059
-1.5212985844013,-11.4612254286139,-10.1385429490941,-13.7070974954683,1.2423608945327,Inf,0,0,461156497,"Australia",-571.898979020545,2.99451710593931e-07
-1.50777257962529,-11.4638620352692,-10.1427559507991,-4.12836376486794,1.2361195010855,Inf,0,0,1015233534,"Australia",-571.168192427883,0.00607120797487088
-1.48919030359743,-11.437063365494,-10.1401181297566,-4.37317910068675,1.23194877049522,Inf,0,0,230462037,"Australia",-571.044525120819,0.00349753182389103
-1.53480026018561,-11.4748296442628,-10.1392310499008,-18.3796685160356,1.21783298358543,Inf,0,0,643815324,"Australia",-572.002337499486,4.55925162914242e-09
-1.51459711381903,-11.487018614006,-10.1405800052573,-14.8256831037043,1.24343684833029,Inf,0,0,766794447,"Australia",-571.86195430253,1.11104821087166e-07
-1.51950408798664,-11.4737053421399,-10.1372911719247,-16.8723103820802,1.24257804195591,Inf,0,0,898987152,"Australia",-572.170809537793,2.45411281388412e-08
-1.54025754698159,-11.469261330123,-10.137573629359,-4.98179459483382,1.23931901418733,Inf,0,0,790437264,"Australia",-572.379699963705,0.00211718957161185
-1.51707780473837,-11.4602437794756,-10.1361354228528,-5.40292592291987,1.2341943897254,Inf,0,0,504104501,"Australia",-572.056060465244,0.00106078308384142
-1.52198620781779,-11.4596513281574,-10.1464596834046,-6.45440946124869,1.25930204105747,Inf,0,0,280575875,"Australia",-571.19726457211,0.000802507194497413
-1.5132255759559,-11.4674728719408,-10.1343696493987,-14.7778885836381,1.24363788217534,Inf,0,0,815805351,"Australia",-572.407476878976,1.10373953047695e-07
-1.47280855809283,-11.4877646251361,-10.1495525803814,-25.5190223600518,1.25959320360478,Inf,0,0,226631333,"Australia",-570.726734600662,2.34654639239653e-12
-1.51795834364936,-11.4641701238014,-10.1382229782161,-11.511808074967,1.22962199589724,Inf,0,0,148159426,"Australia",-571.817518964173,3.10862087790509e-06
-1.52565215422631,-11.4799507389665,-10.1419380689525,-14.2496412739902,1.2441323727465,Inf,0,0,182357447,"Australia",-571.780022603874,1.56996077594788e-07
-1.55737509705184,-11.475109965947,-10.1389487571311,-17.4587898759412,1.24949996971521,Inf,0,0,34853013,"Australia",-572.761904948819,8.73662206585491e-09
-1.56695580243414,-11.4587711378163,-10.1292460590158,-3.48048570476025,1.2436992698657,Inf,0,0,517149838,"Australia",-573.747800787402,0.00685241500663977
-1.53468835620885,-11.5063694832113,-10.1382835072057,-10.7880501342231,1.25057091456632,Inf,0,0,272881597,"Australia",-572.793587214407,9.34387306653237e-06
-1.50238345346071,-11.467790916009,-10.1410494657646,-4.94208420090134,1.23696018968843,Inf,0,0,968385291,"Australia",-571.382599310726,0.00209976095397303
-1.52609006914966,-11.4903065959607,-10.1315745163597,-6.21363228845855,1.24190301105041,Inf,0,0,805921955,"Australia",-573.232164145257,0.000376570968182039
-1.52672132864267,-11.4274190046644,-10.1394012270112,-16.630839778324,1.23500104604515,Inf,0,0,267205874,"Australia",-571.493307906184,2.36592807619041e-08
